file_name,page_num,lob,policy_type,sub_element_name,prompt_name,prompt_output
1162ADD202508010003086007_CT.pdf,10,Accidental Death Dismemberment,MSD,limits,sublimits_with_coverage.yaml,1162ADD202508010003086007_CT-10.json
1143cbl202507311438860_CT.pdf,6,Cyber Liability,AR,limits,section_limits_with_coverage.yaml,1143cbl202507311438860_CT-6.json
1000pro202510150844890_pro_pt00.pdf,5,professional liability,AR,limits,section_limits_with_coverage.yaml,1000pro202510150844890_pro_pt00-5.json
1000pro202510150844890_pro_pt00.pdf,4,professional liability,AR,limits,section_limits_with_coverage.yaml,1000pro202510150844890_pro_pt00-4.json
1000pro202510150844890_pro_pt00.pdf,7,professional liability,AR,limits,section_limits_with_coverage.yaml,1000pro202510150844890_pro_pt00-7.json
1000pro202510150844890_pro_pt00.pdf,8,professional liability,AR,limits,section_limits_with_coverage.yaml,1000pro202510150844890_pro_pt00-8.json
1000pro202510150844890_pro_ct00.pdf,7,professional liability,AR,limits,section_limits_with_coverage.yaml,1000pro202510150844890_pro_ct00-7.json
1000pro202510150844890_pro_ct00.pdf,8,professional liability,AR,limits,section_limits_with_coverage.yaml,1000pro202510150844890_pro_ct00-8.json
1000pro202510150844890_pro_ct00.pdf,9,professional liability,AR,limits,section_limits_with_coverage.yaml,1000pro202510150844890_pro_ct00-9.json
1000pro202510150844890_pro_ct00.pdf,4,professional liability,AR,limits,section_limits_with_coverage.yaml,1000pro202510150844890_pro_ct00-4.json
1000pro202510150844890_pro_ct00.pdf,5,professional liability,AR,limits,section_limits_with_coverage.yaml,1000pro202510150844890_pro_ct00-5.json
1000pro202510150844890_pro_ct00.pdf,14,professional liability,AR,limits,section_limits_with_coverage.yaml,1000pro202510150844890_pro_ct00-14.json
1000pro202510150844890_pro_ct00.pdf,15,professional liability,AR,limits,section_limits_with_coverage.yaml,1000pro202510150844890_pro_ct00-15.json
1003woc202510150849931_woc_ct00.pdf,2,worker compensation,AR,limits,sublimits_with_coverage.yaml,1003woc202510150849931_woc_ct00-2.json
1000pkg202510150847223_pkg_ct00.pdf,130,Package,AR,limits,sublimits_with_coverage.yaml,1000pkg202510150847223_pkg_ct00-130.json
1003aut202510150853926_aut_pt00.pdf,9,Business Auto,AR,limits,alternate_limits_with_coverage.yaml,1003aut202510150853926_aut_pt00-9.json
1003aut202510150857259_aut_ct00.pdf,4,Business Auto,AR,limits,limits_with_coverage.yaml,1003aut202510150857259_aut_ct00-4.json
1000aut202511040406344_aut_ct00.pdf,16,Business Auto,AR,limits,alternate_limits_with_coverage.yaml,1000aut202511040406344_aut_ct00-16.json
RENEWAL_QUOTE.pdf,31,Property,AR,limits,sublimits_with_coverage.yaml,RENEWAL_QUOTE-31.json
1142cbl20251113210903768_cbl_ct00.pdf,11,Property,AR,limits,sublimits_with_coverage.yaml,1142cbl20251113210903768_cbl_ct00-11.json
1090cel202511132104265001_CT.pdf,10,Business Auto,AR,limits,underlying_sublimits_with_coverage.yaml,1090cel202511132104265001_CT-10.json
1090cel202511132104265001_CT.pdf,11,Business Auto,AR,limits,underlying_sublimits_with_coverage.yaml,1090cel202511132104265001_CT-11.json
1090cel202511132104265001_CT.pdf,12,Business Auto,AR,limits,underlying_sublimits_with_coverage.yaml,1090cel202511132104265001_CT-12.json
1090cel202511132104265001_CT.pdf,13,Business Auto,AR,limits,underlying_sublimits_with_coverage.yaml,1090cel202511132104265001_CT-13.json
1008umb202511142118966_CT.pdf,13,Business Auto,AR,limits,underlying_sublimits_with_coverage.yaml,1008umb202511142118966_CT-13.json
1008umb202511142118966_Quote.pdf,2,Business Auto,AR,limits,underlying_sublimits_with_coverage.yaml,1008umb202511142118966_Quote-2.json
1008umb202511150028148_CT.pdf,10,Business Auto,AR,limits,underlying_sublimits_with_coverage.yaml,1008umb202511150028148_CT-10.json
1008umb202511150028148_CT.pdf,11,Business Auto,AR,limits,underlying_sublimits_with_coverage.yaml,1008umb202511150028148_CT-11.json
1090cel202511132104265001_Binder.pdf,6,Business Auto,AR,limits,underlying_sublimits_with_coverage.yaml,1090cel202511132104265001_Binder-6.json
1090cel202511132104265001_Binder.pdf,7,Business Auto,AR,limits,underlying_sublimits_with_coverage.yaml,1090cel202511132104265001_Binder-7.json
1090add202511132106265001_QUOTE.pdf,1,Property,AR,limits,sublimits_with_coverage.yaml,1090add202511132106265001_QUOTE-1.json
1003cel202511180603916_cel_ct00.pdf,6,Property,AR,limits,underlying_sublimits_with_coverage.yaml,1003cel202511180603916_cel_ct00-6.json
1000exd202511180624886_exd_ct00.pdf,17,Business Auto,AR,limits,limits_with_coverage.yaml,1000exd202511180624886_exd_ct00-17.json
1000cgl202511180627556_cgl_ct00.pdf,13,Business Auto,AR,limits,limits_with_coverage.yaml,1000cgl202511180627556_cgl_ct00-13.json
1003aut202511180600049_aut_pt00.pdf,12,General Liability,AR,limits,cost_new_with_vin_only.yaml,1003aut202511180600049_aut_pt00-12.json
1003aut202511180600049_aut_pt00.pdf,13,General Liability,AR,limits,cost_new_with_vin_only.yaml,1003aut202511180600049_aut_pt00-13.json
1003aut202511180604958_aut_ct00.pdf,11,General Liability,AR,limits,cost_new_limit_with_vin_coverage.yaml,1003aut202511180604958_aut_ct00-11.json
1003aut202511180604958_aut_pt00.pdf,13,General Liability,AR,limits,cost_new_limit_with_vin_coverage.yaml,1003aut202511180604958_aut_pt00-13.json
1003aut202511180559532_aut_pt00.pdf,18,General Liability,AR,limits,cost_new_with_vin_only.yaml,1003aut202511180559532_aut_pt00-18.json
1003aut202511180559532_aut_pt00.pdf,19,General Liability,AR,limits,cost_new_with_vin_only.yaml,1003aut202511180559532_aut_pt00-19.json
QUOTE.pdf,2,General Liability,AR,limits,underlying_sublimits_with_coverage.yaml,QUOTE-2.json
1003aut202511270722970_CT.pdf,3,Business Auto,AR,limits,stated_amt_with_coverage.yaml,1003aut202511270722970_CT-3.json
1003cbl20251205095625147_cbl_ct00.pdf,4,General Liability,AR,limits,sublimits_with_coverage.yaml,1003cbl20251205095625147_cbl_ct00-4.json
1003bop20251205095125834_bop_ct00.pdf,1,General Liability,AR,limits,sublimits_with_coverage.yaml,1003bop20251205095125834_bop_ct00-1.json
1099dol20251211143243454_CT.pdf,4,General Liability,AR,limits,align_sublimits_with_coverage.yaml,1099dol20251211143243454_CT-4.json
1099dol20251211143243454_CT.pdf,4,General Liability,AR,limits,align_sublimits_with_coverage.yaml,1099dol20251211143243454_CT-4.json
1090aut1202512152110000015_aut_ct00.pdf,2,General Liability,AR,limits,cost_new_sublimits_with_vin_coverage.yaml,1090aut1202512152110000015_aut_ct00-2.json
1090aut1202512152110000015_aut_ct00.pdf,3,General Liability,AR,limits,cost_new_sublimits_with_vin_coverage.yaml,1090aut1202512152110000015_aut_ct00-3.json
1003flo20251215061848553_flo_ct00.pdf,1,General Liability,AR,limits,limits_with_flood_coverage.yaml,1003flo20251215061848553_flo_ct00-1.json
1003flo20251215061848553_flo_pt00.pdf,1,General Liability,AR,limits,limits_with_flood_coverage.yaml,1003flo20251215061848553_flo_pt00-1.json
1150flo1202512180010000030_flo_ct00.pdf,1,General Liability,AR,limits,limits_with_flood_coverage.yaml,1150flo1202512180010000030_flo_ct00-1.json
1090aut1202512152110000013_aut_ct00.pdf,33,General Liability,AR,limits,cost_new_limit_with_vin_coverage.yaml,1090aut1202512152110000013_aut_ct00-33.json
"Gem Parent, L.P. Financial Institution Bond Binder.pdf",4,General Liability,AR,limits,limits_with_coverage.yaml,Gem-4.json
1099cbl20251217164343450_cbl_ct00.pdf,5,General Liability,AR,limits,sublimits_with_coverage.yaml,1099cbl20251217164343450_cbl_ct00-5.json
1099cbl20251217164343450_cbl_ct00.pdf,6,General Liability,AR,limits,sublimits_with_coverage.yaml,1099cbl20251217164343450_cbl_ct00-6.json
1165oce1202512172330000030_oce_ct00.pdf,14,General Liability,AR,limits,sublimits_with_coverage.yaml,1165oce1202512172330000030_oce_ct00-14.json
Linx Quote Sheet V3.pdf,1,General Liability,AR,limits,sublimits_with_coverage.yaml,Linx-1.json
1006cgl20251224040454276_cgl_ct00.pdf,9,General Liability,AR,limits,sublimits_with_coverage.yaml,1006cgl20251224040454276_cgl_ct00-9.json
1099cel20251223183503667_cel_ct00.pdf,4,General Liability,AR,limits,sublimits_with_coverage.yaml,1099cel20251223183503667_cel_ct00-4.json
Binder.pdf,3,General Liability,AR,limits,sublimits_with_coverage.yaml,Binder-3.json
2025 XS TLL REN Quote Mobis v3 Intact.pdf,3,General Liability,AR,limits,sublimits_with_coverage.yaml,2025-3.json
1090cbr1202512232110000024_cbr_ct00.pdf,7,General Liability,AR,limits,limits_coverage_two_column.yaml,1090cbr1202512232110000024_cbr_ct00-7.json
Binder - Clarity Technologies - 5 x 25 - XDO - CNA - 2025.pdf,6,General Liability,AR,limits,sublimits_amount_with_coverage.yaml,Binder-5.json
Binder - Clarity Technologies - 5 x 25 - XDO - CNA - 2025.pdf,7,General Liability,AR,limits,sublimits_amount_with_coverage.yaml,Binder-5.json
Binder-Excess Auto Liability (11.26.25-26) Insured_Binder.pdf,5,General Liability,AR,limits,underlying_limits_with_coverage.yaml,Binder-Excess-5.json
1099pro20251230114413805_pro_ct00.pdf,16,Business Auto,AR,limits,limits_with_coverage.yaml,1099pro20251230114413805_pro_ct00-16.json
1099mis20251231130557960_mis_ct00.pdf,2,Business Auto,AR,limits,alternate_limits_with_coverage.yaml,1099mis20251231130557960_mis_ct00-2.json
1007woc202512311926186_woc_ct00.pdf,6,General Liability,AR,limits,sublimits_with_coverage.yaml,1007woc202512311926186_woc_ct00-6.json
1150prp1202602060430000021_CT.pdf,11,Package,AR,limits,limits_with_coverage.yaml,1150prp1202602060430000021_CT-11.json
1165pkg1202602040120000017_CT.pdf,105,Property,AR,limits,limits_inside_coverage.yaml,1165pkg1202602040120000017_CT-105.json
1090boi202507311215013005_CT.pdf,17,Boiler & Machinery,MSD,limits,limits_with_coverage.yaml,1090boi202507311215013005_CT-17.json
1138ilm202507291909089_CT.pdf,13,Inland Marine,SSD,limits,alternate_limits_with_auto_coverage.yaml,1138ilm202507291909089_CT-13.json
1018aut202505310536405_CT.PDF,22,Business Auto,MSD,limits,alternate_limits_with_coverage.yaml,1018aut202505310536405_CT-22.json
1142cbl202507311639099_CT.pdf,4,Cyber Liability,MSD,limits,limits_with_coverage.yaml,1142cbl202507311639099_CT-4.json
1090cbl202507312106066004_CT.pdf,48,Cyber Liability,MSD,limits,sublimits_with_coverage.yaml,1090cbl202507312106066004_CT-48.json
1090cbl202507312106066004_CT.pdf,3,Cyber Liability,MSD,limits,sublimits_with_coverage.yaml,1090cbl202507312106066004_CT-3.json
1090cbl202507312106066004_CT.pdf,2,Cyber Liability,MSD,limits,sublimits_with_coverage.yaml,1090cbl202507312106066004_CT-2.json
1138ilm202507291909089_CT.pdf,61,Inland Marine,SSD,limits,alternate_limits_with_auto_coverage.yaml,1138ilm202507291909089_CT-61.json
1138ilm202507291909089_CT.pdf,58,Inland Marine,SSD,limits,alternate_limits_with_auto_coverage.yaml,1138ilm202507291909089_CT-58.json
1090boi202507311215013005_CT.pdf,16,Boiler & Machinery,MSD,limits,limits_with_coverage.yaml,1090boi202507311215013005_CT-16.json
"26-27 CPK ( GL. Prop, Auto, IM, WC, Umb) Quote UFG_QUOTE.pdf",4,Business Auto,SSD,limits,limits_with_coverage.yaml,26-27-4.json
1014oml20260227071813279_oml_ct00.pdf,12,Business Auto,SSD,limits,limits_with_description.yaml,1014oml20260227071813279_oml_ct00-12.json
1170aut20260227045032642_aut_ct00.pdf,5,Business Auto,SSD,limits,limits_with_same_coverage.yaml,1170aut20260227045032642_aut_ct00-5.json
25-26 BLD (1781 Colter Lake) - Hanover Quote_QUOTE.pdf,2,Business Auto,SSD,limits,limits_with_multiple_coverages.yaml,25-26-2.json
1666prd20260304054721161_prd_ct00.pdf,15,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1666prd20260304054721161_prd_ct00-15.json
1090pol1202602242120000022_pol_ct00.pdf,33,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1090pol1202602242120000022_pol_ct00-33.json
1150ter1202603070030000015_ter_ct00.pdf,3,Business Auto,SSD,limits,limits_with_coverage.yaml,1150ter1202603070030000015_ter_ct00-3.json
1150ter1202603070030000015_ter_ct00.pdf,4,Business Auto,SSD,limits,limits_with_coverage.yaml,1150ter1202603070030000015_ter_ct00-4.json
1003cbl20260306103155308_cbl_ct00.pdf,8,Business Auto,SSD,limits,sublimit_with_each_amount.yaml,1003cbl20260306103155308_cbl_ct00-8.json
1003cbl20260306103155308_cbl_ct00.pdf,9,Business Auto,SSD,limits,sublimit_with_each_amount.yaml,1003cbl20260306103155308_cbl_ct00-9.json
1099pol20260310100804612_pol_ct00.pdf,3,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1099pol20260310100804612_pol_ct00-3.json
1099pol20260310100804612_pol_ct00.pdf,4,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1099pol20260310100804612_pol_ct00-4.json
cmerged_01.pdf,1,Business Auto,SSD,limits,sublimits_with_coverage.yaml,cmerged_01-1.json
cmerged_01.pdf,2,Business Auto,SSD,limits,sublimits_with_coverage.yaml,cmerged_01-2.json
cmerged_01.pdf,3,Business Auto,SSD,limits,sublimits_with_coverage.yaml,cmerged_01-3.json
1151aut20260109060935486_aut_ct00.pdf,6,Business Auto,SSD,limits,cost_new_with_vin_only.yaml,1151aut20260109060935486_aut_ct00-6.json
1151aut20260109060935486_aut_ct00.pdf,7,Business Auto,SSD,limits,cost_new_with_vin_only.yaml,1151aut20260109060935486_aut_ct00-7.json
1151aut20260109060935486_aut_ct00.pdf,8,Business Auto,SSD,limits,cost_new_with_vin_only.yaml,1151aut20260109060935486_aut_ct00-8.json
1151aut20260109060935486_aut_ct00.pdf,9,Business Auto,SSD,limits,cost_new_with_vin_only.yaml,1151aut20260109060935486_aut_ct00-9.json
1003umb20260317100336114_umb_ct00.pdf,7,Business Auto,SSD,limits,limits_with_coverage.yaml,1003umb20260317100336114_umb_ct00-7.json
1099Enr20260312124518810_Enr_ct00.pdf,4,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1099Enr20260312124518810_Enr_ct00-4.json
Binder (1).pdf,3,Business Auto,SSD,limits,sublimits_with_coverage.yaml,Binder-3.json
1006aut20260109065121736_aut_ct00.pdf,79,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1006aut20260109065121736_aut_ct00-79.json
1006aut20260109065121736_aut_ct00.pdf,80,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1006aut20260109065121736_aut_ct00-80.json
1003cgl20260106062158693_cgl_ct00.pdf,17,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1003cgl20260106062158693_cgl_ct00-17.json
1004aut20260109112827352_aut_ct00.pdf,2,Business Auto,SSD,limits,stated_amt_with_coverage.yaml,1004aut20260109112827352_aut_ct00-2.json
Binder-GeneralLiability   ...pdf,18,Business Auto,SSD,limits,limits_with_coverage.yaml,Binder-GeneralLiability-18.json
1003ceo20260105065021166_ceo_ct00.pdf,5,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1003ceo20260105065021166_ceo_ct00-5.json
1003ceo20260105065021166_ceo_ct00.pdf,6,Business Auto,SSD,limits,sublimits_with_coverage.yaml,1003ceo20260105065021166_ceo_ct00-6.json
1099prp20260109091420891_prp_ct00.pdf,6,Business Auto,SSD,limits,limits_with_coverage.yaml,1099prp20260109091420891_prp_ct00-6.json
1099prp20260109091420891_prp_ct00.pdf,7,Business Auto,SSD,limits,limits_with_coverage.yaml,1099prp20260109091420891_prp_ct00-7.json
26-27 CPKG Policy 1.pdf,107,Business Auto,SSD,limits,sublimits_with_coverage.yaml,26-27-107.json
1165cbl1202605282310000009_CT.pdf,3,Cyber Liability,MSD,limits,sublimits_with_coverage.yaml,1165cbl1202605282310000009_CT-3.json
26-27 Excess Flood Binder - RSUI.PDF_Binder.pdf,1,General Liability,AR,limits,sublimits_with_coverage.yaml,26-27 Excess Flood Binder – RSUI.PDF_Binder.json
1003aut20260501025426870_Quote.pdf,2,Business Auto,SSD,limits,alternate_limits_with_auto_coverage.yaml,1003aut20260501025426870_Quote-2.json
1003aut20260106061100334_aut_ct00.pdf,8,Business Auto,SSD,limits,cost_new_with_vin_only.yaml,1003aut20260106061100334_aut_ct00.json
1003cgl20260105064438818_cgl_ct00.pdf,21,General Liability,AR,limits,sublimits_with_coverage.yaml,1003cgl20260105064438818_cgl_ct00-21.json
1006aut20260520083441232_CT.pdf,16,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1006aut20260520083441232_CT-16.json
1006aut20260520083441232_CT.pdf,14,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1006aut20260520083441232_CT-14.json
1006aut20260520083441232_CT.pdf,17,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1006aut20260520083441232_CT-17.json
1006aut20260520083441232_CT.pdf,18,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1006aut20260520083441232_CT-18.json
1006aut20260520083441232_CT.pdf,19,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1006aut20260520083441232_CT-19.json
1006aut20260520083441232_CT.pdf,13,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1006aut20260520083441232_CT-13.json
converted_1006aut20260520083441232_CT.pdf,1,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1007aut20260520083441232_CT-13.json
converted_1006aut20260520083441232_CT.pdf,2,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1008aut20260520083441232_CT-13.json
converted_1006aut20260520083441232_CT.pdf,3,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1009aut20260520083441232_CT-13.json
converted_1006aut20260520083441232_CT.pdf,4,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1010aut20260520083441232_CT-13.json
converted_1006aut20260520083441232_CT.pdf,5,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1011aut20260520083441232_CT-13.json
converted_1006aut20260520083441232_CT.pdf,6,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1012aut20260520083441232_CT-13.json
converted_1006aut20260520083441232_CT.pdf,7,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1013aut20260520083441232_CT-13.json
converted_1006aut20260520083441232_CT.pdf,8,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1014aut20260520083441232_CT-13.json
converted_1006aut20260520083441232_CT.pdf,9,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1015aut20260520083441232_CT-13.json
converted_1006aut20260520083441232_CT.pdf,10,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1016aut20260520083441232_CT-13.json
Proposal.PDF,12,General Liability,AR,limits,vertical-limits-values-extraction.yaml,Proposal-12.json
Proposal.PDF,13,General Liability,AR,limits,vertical-limits-values-extraction.yaml,Proposal-13.json
Proposal.PDF,14,General Liability,AR,limits,vertical-limits-values-extraction.yaml,Proposal-14.json
Proposal.PDF,15,General Liability,AR,limits,vertical-limits-values-extraction.yaml,Proposal-15.json
26-27 All Lines Proposal Draft- 5-22-26_Proposal.pdf,18,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,26-27 All Lines Proposal Draft- 5-22-26_Proposal-18.json
Community Health Centers  26-27 Proposal.PDF,22,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,Community Health Centers  26-27 Proposal-22.json
1082aut20260520042333739_CT.pdf,15,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1082aut20260520042333739_CT-15.json
1082aut20260520042333739_CT.pdf,16,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1082aut20260520042333739_CT-16.json
1099dol20260520072418092_Binder.pdf,3,General Liability,AR,limits,limits_with_attachment_headers_with_coverage.yaml,1099dol20260520072418092_Binder-3.json
1003ilm20260803062744316_ilm_ct00.pdf,27,General Liability,AR,limits,limits_with_coverage.yaml,1003ilm20260803062744316_ilm_ct00-27.json
1151pol1202607300220000007_pol_ct00.pdf,8,Business Auto,SSD,limits,sublimit_with_multiple_coverage.yaml,1151pol1202607300220000007_pol_ct00-8.json
1003aut20260803065143793_aut_ct00.pdf,7,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1003aut20260803065143793_aut_ct00-7.json
1003aut20260803065143793_aut_ct00.pdf,18,Business Auto,SSD,limits,vertical-aligned-limit-values.yaml,1003aut20260803065143793_aut_ct00-18.json
1003aut20260106061100334_aut_ct00.pdf,18,Business Auto,SSD,limits,auto_limits_with_auto_coverage.yaml,1003aut20260106061100334_aut_ct00-18.json
1099dol20260520072418092_CT.pdf,3,General Liability,AR,limits,limits_with_attachment_headers_with_coverage.yaml,1099dol20260520072418092_CT-3.json
